variable,type,sex,value,iso3,survey_year,region
mortality,denominator,male,658.2504945,NPL,2017,province 7
mortality,statistic,female,0.0616505218652774,NPL,2017,province 7
mortality,numerator,female,37.460249,NPL,2017,province 7
mortality,denominator,female,607.6225775,NPL,2017,province 7
stunting,statistic,male,0.371075088458507,NPL,2017,province 7
stunting,numerator,male,43.639603,NPL,2017,province 7
stunting,denominator,male,117.60316,NPL,2017,province 7
stunting,statistic,female,0.368745570665065,NPL,2017,province 7
stunting,numerator,female,35.918027,NPL,2017,province 7
stunting,denominator,female,97.405989,NPL,2017,province 7
education,statistic,male,0.234642108500474,NPL,2017,province 7
education,numerator,male,207.005693,NPL,2017,province 7
education,denominator,male,882.218858,NPL,2017,province 7
education,statistic,female,0.111858228765241,NPL,2017,province 7
education,numerator,female,142.898767,NPL,2017,province 7
education,denominator,female,1277.498925,NPL,2017,province 7
registration,statistic,male,,RWA,2000,kigali ville (pvk)
registration,numerator,male,,RWA,2000,kigali ville (pvk)
registration,denominator,male,0,RWA,2000,kigali ville (pvk)
registration,statistic,female,,RWA,2000,kigali ville (pvk)
registration,numerator,female,,RWA,2000,kigali ville (pvk)
registration,denominator,female,0,RWA,2000,kigali ville (pvk)
registration,statistic,male,,RWA,2000,kigali rurale
registration,numerator,male,,RWA,2000,kigali rurale
registration,denominator,male,0,RWA,2000,kigali rurale
registration,statistic,female,,RWA,2000,kigali rurale
registration,numerator,female,,RWA,2000,kigali rurale
registration,denominator,female,0,RWA,2000,kigali rurale
registration,statistic,male,,RWA,2000,kibungo
registration,numerator,male,,RWA,2000,kibungo
registration,denominator,male,0,RWA,2000,kibungo
registration,statistic,female,,RWA,2000,kibungo
registration,numerator,female,,RWA,2000,kibungo
registration,denominator,female,0,RWA,2000,kibungo
registration,statistic,male,,RWA,2000,butare
registration,numerator,male,,RWA,2000,butare
registration,denominator,male,0,RWA,2000,butare
registration,statistic,female,,RWA,2000,butare
registration,numerator,female,,RWA,2000,butare
registration,denominator,female,0,RWA,2000,butare
registration,statistic,male,,RWA,2000,cyangugu
registration,numerator,male,,RWA,2000,cyangugu
registration,denominator,male,0,RWA,2000,cyangugu
registration,statistic,female,,RWA,2000,cyangugu
registration,numerator,female,,RWA,2000,cyangugu
registration,denominator,female,0,RWA,2000,cyangugu
registration,statistic,male,,RWA,2000,gikongoro
registration,numerator,male,,RWA,2000,gikongoro
registration,denominator,male,0,RWA,2000,gikongoro
registration,statistic,female,,RWA,2000,gikongoro
registration,numerator,female,,RWA,2000,gikongoro
registration,denominator,female,0,RWA,2000,gikongoro
registration,statistic,male,,RWA,2000,ruhengeri
registration,numerator,male,,RWA,2000,ruhengeri
registration,denominator,male,0,RWA,2000,ruhengeri
registration,statistic,female,,RWA,2000,ruhengeri
registration,numerator,female,,RWA,2000,ruhengeri
registration,denominator,female,0,RWA,2000,ruhengeri
registration,statistic,male,,RWA,2000,gisenyi
registration,numerator,male,,RWA,2000,gisenyi
registration,denominator,male,0,RWA,2000,gisenyi
registration,statistic,female,,RWA,2000,gisenyi
registration,numerator,female,,RWA,2000,gisenyi
registration,denominator,female,0,RWA,2000,gisenyi
registration,statistic,male,,RWA,2000,kibuye
registration,numerator,male,,RWA,2000,kibuye
registration,denominator,male,0,RWA,2000,kibuye
registration,statistic,female,,RWA,2000,kibuye
registration,numerator,female,,RWA,2000,kibuye
registration,denominator,female,0,RWA,2000,kibuye
registration,statistic,male,,RWA,2000,gitarama
registration,numerator,male,,RWA,2000,gitarama
registration,denominator,male,0,RWA,2000,gitarama
registration,statistic,female,,RWA,2000,gitarama
registration,numerator,female,,RWA,2000,gitarama
registration,denominator,female,0,RWA,2000,gitarama
registration,statistic,male,,RWA,2000,byumba
registration,numerator,male,,RWA,2000,byumba
registration,denominator,male,0,RWA,2000,byumba
registration,statistic,female,,RWA,2000,byumba
registration,numerator,female,,RWA,2000,byumba
registration,denominator,female,0,RWA,2000,byumba
registration,statistic,male,,RWA,2000,umutara
registration,numerator,male,,RWA,2000,umutara
registration,denominator,male,0,RWA,2000,umutara
registration,statistic,female,,RWA,2000,umutara
registration,numerator,female,,RWA,2000,umutara
registration,denominator,female,0,RWA,2000,umutara
mortality,statistic,male,0.18921568627451,RWA,2000,umutara
mortality,numerator,male,68.2865845,RWA,2000,umutara
mortality,denominator,male,360.89283,RWA,2000,umutara
mortality,statistic,female,0.208686440677966,RWA,2000,umutara
mortality,numerator,female,69.7018505,RWA,2000,umutara
mortality,denominator,female,334.002776,RWA,2000,umutara
stunting,statistic,male,0.456647398843931,RWA,2000,umutara
stunting,numerator,male,55.903007,RWA,2000,umutara
stunting,denominator,male,122.420509,RWA,2000,umutara
stunting,statistic,female,0.345070422535211,RWA,2000,umutara
stunting,numerator,female,34.674017,RWA,2000,umutara
stunting,denominator,female,100.483886,RWA,2000,umutara
education,statistic,male,0.0305343511450382,RWA,2000,umutara
education,numerator,male,8.307672,RWA,2000,umutara
education,denominator,male,272.076258,RWA,2000,umutara
education,statistic,female,0,RWA,2000,umutara
education,numerator,female,0,RWA,2000,umutara
education,denominator,female,352.383754,RWA,2000,umutara
registration,statistic,male,,RWA,2005,gitarama
registration,numerator,male,,RWA,2005,gitarama
registration,denominator,male,0,RWA,2005,gitarama
registration,statistic,female,,RWA,2005,gitarama
registration,numerator,female,,RWA,2005,gitarama
registration,denominator,female,0,RWA,2005,gitarama
registration,statistic,male,,RWA,2005,umutara
registration,numerator,male,,RWA,2005,umutara
registration,denominator,male,0,RWA,2005,umutara
registration,statistic,female,,RWA,2005,umutara
registration,numerator,female,,RWA,2005,umutara
registration,denominator,female,0,RWA,2005,umutara
registration,statistic,male,,RWA,2005,kibuye
registration,numerator,male,,RWA,2005,kibuye
registration,denominator,male,0,RWA,2005,kibuye
registration,statistic,female,,RWA,2005,kibuye
registration,numerator,female,,RWA,2005,kibuye
registration,denominator,female,0,RWA,2005,kibuye
registration,statistic,male,,RWA,2005,ville de kigali
registration,numerator,male,,RWA,2005,ville de kigali
registration,denominator,male,0,RWA,2005,ville de kigali
registration,statistic,female,,RWA,2005,ville de kigali
registration,numerator,female,,RWA,2005,ville de kigali
registration,denominator,female,0,RWA,2005,ville de kigali
registration,statistic,male,,RWA,2005,kibungo
registration,numerator,male,,RWA,2005,kibungo
registration,denominator,male,0,RWA,2005,kibungo
registration,statistic,female,,RWA,2005,kibungo
registration,numerator,female,,RWA,2005,kibungo
registration,denominator,female,0,RWA,2005,kibungo
registration,statistic,male,,RWA,2005,gisenyi
registration,numerator,male,,RWA,2005,gisenyi
registration,denominator,male,0,RWA,2005,gisenyi
registration,statistic,female,,RWA,2005,gisenyi
registration,numerator,female,,RWA,2005,gisenyi
registration,denominator,female,0,RWA,2005,gisenyi
registration,statistic,male,,RWA,2005,cyangugu
registration,numerator,male,,RWA,2005,cyangugu
registration,denominator,male,0,RWA,2005,cyangugu
registration,statistic,female,,RWA,2005,cyangugu
registration,numerator,female,,RWA,2005,cyangugu
registration,denominator,female,0,RWA,2005,cyangugu
registration,statistic,male,,RWA,2005,kigali ngali
registration,numerator,male,,RWA,2005,kigali ngali
registration,denominator,male,0,RWA,2005,kigali ngali
registration,statistic,female,,RWA,2005,kigali ngali
registration,numerator,female,,RWA,2005,kigali ngali
registration,denominator,female,0,RWA,2005,kigali ngali
registration,statistic,male,,RWA,2005,byumba
registration,numerator,male,,RWA,2005,byumba
registration,denominator,male,0,RWA,2005,byumba
registration,statistic,female,,RWA,2005,byumba
registration,numerator,female,,RWA,2005,byumba
registration,denominator,female,0,RWA,2005,byumba
registration,statistic,male,,RWA,2005,butare
registration,numerator,male,,RWA,2005,butare
registration,denominator,male,0,RWA,2005,butare
registration,statistic,female,,RWA,2005,butare
registration,numerator,female,,RWA,2005,butare
registration,denominator,female,0,RWA,2005,butare
registration,statistic,male,,RWA,2005,gikongoro
registration,numerator,male,,RWA,2005,gikongoro
registration,denominator,male,0,RWA,2005,gikongoro
registration,statistic,female,,RWA,2005,gikongoro
registration,numerator,female,,RWA,2005,gikongoro
registration,denominator,female,0,RWA,2005,gikongoro
registration,statistic,male,,RWA,2005,ruhengeri
registration,numerator,male,,RWA,2005,ruhengeri
registration,denominator,male,0,RWA,2005,ruhengeri
registration,statistic,female,,RWA,2005,ruhengeri
registration,numerator,female,,RWA,2005,ruhengeri
registration,denominator,female,0,RWA,2005,ruhengeri
mortality,statistic,male,0.17370835034178,RWA,2005,ruhengeri
mortality,numerator,male,204.5406465,RWA,2005,ruhengeri
mortality,denominator,male,1177.4946115,RWA,2005,ruhengeri
mortality,statistic,female,0.159170711154269,RWA,2005,ruhengeri
mortality,numerator,female,182.205158,RWA,2005,ruhengeri
mortality,denominator,female,1144.7153605,RWA,2005,ruhengeri
stunting,statistic,male,0.581532777875141,RWA,2005,ruhengeri
stunting,numerator,male,121.653739,RWA,2005,ruhengeri
stunting,denominator,male,209.194982,RWA,2005,ruhengeri
stunting,statistic,female,0.51099230318451,RWA,2005,ruhengeri
stunting,numerator,female,125.518041,RWA,2005,ruhengeri
stunting,denominator,female,245.635874,RWA,2005,ruhengeri
education,statistic,male,0.0436126346065882,RWA,2005,ruhengeri
education,numerator,male,34.990683,RWA,2005,ruhengeri
education,denominator,male,802.306105,RWA,2005,ruhengeri
education,statistic,female,0.0242619898112902,RWA,2005,ruhengeri
education,numerator,female,27.222766,RWA,2005,ruhengeri
education,denominator,female,1122.033527,RWA,2005,ruhengeri
registration,statistic,male,,RWA,2008,ville de kigali
registration,numerator,male,,RWA,2008,ville de kigali
registration,denominator,male,0,RWA,2008,ville de kigali
registration,statistic,female,,RWA,2008,ville de kigali
registration,numerator,female,,RWA,2008,ville de kigali
registration,denominator,female,0,RWA,2008,ville de kigali
registration,statistic,male,,RWA,2008,est
registration,numerator,male,,RWA,2008,est
registration,denominator,male,0,RWA,2008,est
registration,statistic,female,,RWA,2008,est
registration,numerator,female,,RWA,2008,est
registration,denominator,female,0,RWA,2008,est
registration,statistic,male,,RWA,2008,nord
registration,numerator,male,,RWA,2008,nord
registration,denominator,male,0,RWA,2008,nord
registration,statistic,female,,RWA,2008,nord
registration,numerator,female,,RWA,2008,nord
registration,denominator,female,0,RWA,2008,nord
registration,statistic,male,,RWA,2008,sud
registration,numerator,male,,RWA,2008,sud
registration,denominator,male,0,RWA,2008,sud
registration,statistic,female,,RWA,2008,sud
registration,numerator,female,,RWA,2008,sud
registration,denominator,female,0,RWA,2008,sud
registration,statistic,male,,RWA,2008,ouest
registration,numerator,male,,RWA,2008,ouest
registration,denominator,male,0,RWA,2008,ouest
registration,statistic,female,,RWA,2008,ouest
registration,numerator,female,,RWA,2008,ouest
registration,denominator,female,0,RWA,2008,ouest
mortality,statistic,male,0.123518322195352,RWA,2008,ouest
mortality,numerator,male,193.056191,RWA,2008,ouest
mortality,denominator,male,1562.9761445,RWA,2008,ouest
mortality,statistic,female,0.10156384462908,RWA,2008,ouest
mortality,numerator,female,161.062873,RWA,2008,ouest
mortality,denominator,female,1585.828831,RWA,2008,ouest
stunting,statistic,male,,RWA,2008,ouest
stunting,numerator,male,,RWA,2008,ouest
stunting,denominator,male,0,RWA,2008,ouest
stunting,statistic,female,,RWA,2008,ouest
stunting,numerator,female,,RWA,2008,ouest
stunting,denominator,female,0,RWA,2008,ouest
education,statistic,male,,RWA,2008,ouest
education,numerator,male,,RWA,2008,ouest
education,denominator,male,0,RWA,2008,ouest
education,statistic,female,,RWA,2008,ouest
education,numerator,female,,RWA,2008,ouest
education,denominator,female,0,RWA,2008,ouest
registration,statistic,male,0.603955124080751,RWA,2011,kigali city
registration,numerator,male,271.116799,RWA,2011,kigali city
registration,denominator,male,448.902225,RWA,2011,kigali city
registration,statistic,female,0.5609203241303,RWA,2011,kigali city
registration,numerator,female,215.313254,RWA,2011,kigali city
registration,denominator,female,383.857109,RWA,2011,kigali city
registration,statistic,male,0.659394521735502,RWA,2011,south
registration,numerator,male,730.091117,RWA,2011,south
registration,denominator,male,1107.214411,RWA,2011,south
registration,statistic,female,0.646993040780767,RWA,2011,south
registration,numerator,female,712.022464,RWA,2011,south
registration,denominator,female,1100.510236,RWA,2011,south
registration,statistic,male,0.614053096197437,RWA,2011,west
registration,numerator,male,708.059337,RWA,2011,west
registration,denominator,male,1153.091388,RWA,2011,west
registration,statistic,female,0.603476311603846,RWA,2011,west
registration,numerator,female,669.768873,RWA,2011,west
registration,denominator,female,1109.851141,RWA,2011,west
registration,statistic,male,0.794150586307974,RWA,2011,north
registration,numerator,male,567.002804,RWA,2011,north
registration,denominator,male,713.973916,RWA,2011,north
registration,statistic,female,0.783460562601183,RWA,2011,north
registration,numerator,female,539.3349,RWA,2011,north
registration,denominator,female,688.400828,RWA,2011,north
registration,statistic,male,0.552302784802789,RWA,2011,east
registration,numerator,male,662.371378,RWA,2011,east
registration,denominator,male,1199.29031,RWA,2011,east
registration,statistic,female,0.559098566372827,RWA,2011,east
registration,numerator,female,653.369248,RWA,2011,east
registration,denominator,female,1168.611918,RWA,2011,east
mortality,statistic,male,0.131941914735218,RWA,2011,east
mortality,numerator,male,375.8808235,RWA,2011,east
mortality,denominator,male,2848.8355975,RWA,2011,east
mortality,statistic,female,0.105773655248383,RWA,2011,east
mortality,numerator,female,285.139532,RWA,2011,east
mortality,denominator,female,2695.751899,RWA,2011,east
stunting,statistic,male,0.459789514111948,RWA,2011,east
stunting,numerator,male,261.126838,RWA,2011,east
stunting,denominator,male,567.92691,RWA,2011,east
stunting,statistic,female,0.421407283800621,RWA,2011,east
stunting,numerator,female,237.237053,RWA,2011,east
stunting,denominator,female,562.963817,RWA,2011,east
education,statistic,male,0.04161908295142,RWA,2011,east
education,numerator,male,107.84482,RWA,2011,east
education,denominator,male,2591.234894,RWA,2011,east
education,statistic,female,0.0252921904868341,RWA,2011,east
education,numerator,female,81.458138,RWA,2011,east
education,denominator,female,3220.683398,RWA,2011,east
registration,statistic,male,,RWA,2013,Kigali
registration,numerator,male,,RWA,2013,Kigali
registration,denominator,male,0,RWA,2013,Kigali
registration,statistic,female,,RWA,2013,Kigali
registration,numerator,female,,RWA,2013,Kigali
registration,denominator,female,0,RWA,2013,Kigali
registration,statistic,male,,RWA,2013,South
registration,numerator,male,,RWA,2013,South
registration,denominator,male,0,RWA,2013,South
registration,statistic,female,,RWA,2013,South
registration,numerator,female,,RWA,2013,South
registration,denominator,female,0,RWA,2013,South
registration,statistic,male,,RWA,2013,West
registration,numerator,male,,RWA,2013,West
registration,denominator,male,0,RWA,2013,West
registration,statistic,female,,RWA,2013,West
registration,numerator,female,,RWA,2013,West
registration,denominator,female,0,RWA,2013,West
registration,statistic,male,,RWA,2013,North
registration,numerator,male,,RWA,2013,North
registration,denominator,male,0,RWA,2013,North
registration,statistic,female,,RWA,2013,North
registration,numerator,female,,RWA,2013,North
registration,denominator,female,0,RWA,2013,North
registration,statistic,male,,RWA,2013,East
registration,numerator,male,,RWA,2013,East
registration,denominator,male,0,RWA,2013,East
registration,statistic,female,,RWA,2013,East
registration,numerator,female,,RWA,2013,East
registration,denominator,female,0,RWA,2013,East
mortality,statistic,male,,RWA,2013,East
mortality,numerator,male,,RWA,2013,East
mortality,denominator,male,,RWA,2013,East
mortality,statistic,female,,RWA,2013,East
mortality,numerator,female,,RWA,2013,East
mortality,denominator,female,,RWA,2013,East
stunting,statistic,male,,RWA,2013,East
stunting,numerator,male,,RWA,2013,East
stunting,denominator,male,0,RWA,2013,East
stunting,statistic,female,,RWA,2013,East
stunting,numerator,female,,RWA,2013,East
stunting,denominator,female,0,RWA,2013,East
education,statistic,male,,RWA,2013,East
education,numerator,male,,RWA,2013,East
education,denominator,male,0,RWA,2013,East
education,statistic,female,,RWA,2013,East
education,numerator,female,,RWA,2013,East
education,denominator,female,0,RWA,2013,East
registration,statistic,male,0.529476370740617,RWA,2015,south
registration,numerator,male,478.551407,RWA,2015,south
registration,denominator,male,903.820139,RWA,2015,south
registration,statistic,female,0.525827912183462,RWA,2015,south
registration,numerator,female,448.511001,RWA,2015,south
registration,denominator,female,852.961569,RWA,2015,south
registration,statistic,male,0.565636962823831,RWA,2015,east
registration,numerator,male,623.114255,RWA,2015,east
registration,denominator,male,1101.615163,RWA,2015,east
registration,statistic,female,0.553694452319614,RWA,2015,east
registration,numerator,female,578.200837,RWA,2015,east
registration,denominator,female,1044.259762,RWA,2015,east
registration,statistic,male,0.544579798319595,RWA,2015,west
registration,numerator,male,499.4667,RWA,2015,west
registration,denominator,male,917.159802,RWA,2015,west
registration,statistic,female,0.585542444081203,RWA,2015,west
registration,numerator,female,557.576773,RWA,2015,west
registration,denominator,female,952.23972,RWA,2015,west
registration,statistic,male,0.629027782155805,RWA,2015,kigali city
registration,numerator,male,274.585321,RWA,2015,kigali city
registration,denominator,male,436.52336,RWA,2015,kigali city
registration,statistic,female,0.586919757011711,RWA,2015,kigali city
registration,numerator,female,265.725631,RWA,2015,kigali city
registration,denominator,female,452.7461,RWA,2015,kigali city
registration,statistic,male,0.693087669337707,RWA,2015,north
registration,numerator,male,380.842179,RWA,2015,north
registration,denominator,male,549.4863,RWA,2015,north
registration,statistic,female,0.698607929200791,RWA,2015,north
registration,numerator,female,397.916524,RWA,2015,north
registration,denominator,female,569.584895,RWA,2015,north
mortality,statistic,male,0.0632002690651801,RWA,2015,north
mortality,numerator,male,94.1738695,RWA,2015,north
mortality,denominator,male,1490.086528,RWA,2015,north
mortality,statistic,female,0.0589387566123707,RWA,2015,north
mortality,numerator,female,84.4184285,RWA,2015,north
mortality,denominator,female,1432.307591,RWA,2015,north
stunting,statistic,male,0.427640043545217,RWA,2015,north
stunting,numerator,male,114.558055,RWA,2015,north
stunting,denominator,male,267.884303,RWA,2015,north
stunting,statistic,female,0.381597156448913,RWA,2015,north
stunting,numerator,female,109.311725,RWA,2015,north
stunting,denominator,female,286.458437,RWA,2015,north
education,statistic,male,0.0872067414441488,RWA,2015,north
education,numerator,male,148.87873,RWA,2015,north
education,denominator,male,1707.192902,RWA,2015,north
education,statistic,female,0.0502547197328334,RWA,2015,north
education,numerator,female,112.782673,RWA,2015,north
education,denominator,female,2244.220515,RWA,2015,north
registration,statistic,male,,RWA,2017,kigali city
registration,numerator,male,,RWA,2017,kigali city
registration,denominator,male,0,RWA,2017,kigali city
registration,statistic,female,,RWA,2017,kigali city
registration,numerator,female,,RWA,2017,kigali city
registration,denominator,female,0,RWA,2017,kigali city
registration,statistic,male,,RWA,2017,south
registration,numerator,male,,RWA,2017,south
registration,denominator,male,0,RWA,2017,south
registration,statistic,female,,RWA,2017,south
registration,numerator,female,,RWA,2017,south
registration,denominator,female,0,RWA,2017,south
registration,statistic,male,,RWA,2017,west
registration,numerator,male,,RWA,2017,west
registration,denominator,male,0,RWA,2017,west
registration,statistic,female,,RWA,2017,west
registration,numerator,female,,RWA,2017,west
registration,denominator,female,0,RWA,2017,west
registration,statistic,male,,RWA,2017,north
registration,numerator,male,,RWA,2017,north
registration,denominator,male,0,RWA,2017,north
registration,statistic,female,,RWA,2017,north
registration,numerator,female,,RWA,2017,north
registration,denominator,female,0,RWA,2017,north
registration,statistic,male,,RWA,2017,east
registration,numerator,male,,RWA,2017,east
registration,denominator,male,0,RWA,2017,east
registration,statistic,female,,RWA,2017,east
registration,numerator,female,,RWA,2017,east
registration,denominator,female,0,RWA,2017,east
mortality,statistic,male,,RWA,2017,east
mortality,numerator,male,,RWA,2017,east
mortality,denominator,male,,RWA,2017,east
mortality,statistic,female,,RWA,2017,east
mortality,numerator,female,,RWA,2017,east
mortality,denominator,female,,RWA,2017,east
stunting,statistic,male,,RWA,2017,east
stunting,numerator,male,,RWA,2017,east
stunting,denominator,male,0,RWA,2017,east
stunting,statistic,female,,RWA,2017,east
stunting,numerator,female,,RWA,2017,east
stunting,denominator,female,0,RWA,2017,east
education,statistic,male,,RWA,2017,east
education,numerator,male,,RWA,2017,east
education,denominator,male,917.149039,RWA,2017,east
education,statistic,female,,RWA,2017,east
education,numerator,female,,RWA,2017,east
education,denominator,female,1216.648661,RWA,2017,east
registration,statistic,male,,SEN,1997,ouest
registration,numerator,male,,SEN,1997,ouest
registration,denominator,male,0,SEN,1997,ouest
registration,statistic,female,,SEN,1997,ouest
registration,numerator,female,,SEN,1997,ouest
registration,denominator,female,0,SEN,1997,ouest
registration,statistic,male,,SEN,1997,sud
registration,numerator,male,,SEN,1997,sud
registration,denominator,male,0,SEN,1997,sud
registration,statistic,female,,SEN,1997,sud
registration,numerator,female,,SEN,1997,sud
registration,denominator,female,0,SEN,1997,sud
registration,statistic,male,,SEN,1997,centre
registration,numerator,male,,SEN,1997,centre
registration,denominator,male,0,SEN,1997,centre
registration,statistic,female,,SEN,1997,centre
registration,numerator,female,,SEN,1997,centre
registration,denominator,female,0,SEN,1997,centre
registration,statistic,male,,SEN,1997,nord-est
registration,numerator,male,,SEN,1997,nord-est
registration,denominator,male,0,SEN,1997,nord-est
registration,statistic,female,,SEN,1997,nord-est
registration,numerator,female,,SEN,1997,nord-est
registration,denominator,female,0,SEN,1997,nord-est
mortality,statistic,male,0.150915227218042,SEN,1997,nord-est
mortality,numerator,male,221.8867335,SEN,1997,nord-est
mortality,denominator,male,1470.2739915,SEN,1997,nord-est
mortality,statistic,female,0.138916323565426,SEN,1997,nord-est
mortality,numerator,female,196.056458,SEN,1997,nord-est
mortality,denominator,female,1411.3277185,SEN,1997,nord-est
stunting,statistic,male,,SEN,1997,nord-est
stunting,numerator,male,,SEN,1997,nord-est
stunting,denominator,male,0,SEN,1997,nord-est
stunting,statistic,female,,SEN,1997,nord-est
stunting,numerator,female,,SEN,1997,nord-est
stunting,denominator,female,0,SEN,1997,nord-est
education,statistic,male,,SEN,1997,nord-est
education,numerator,male,,SEN,1997,nord-est
education,denominator,male,0,SEN,1997,nord-est
education,statistic,female,,SEN,1997,nord-est
education,numerator,female,,SEN,1997,nord-est
education,denominator,female,0,SEN,1997,nord-est
registration,statistic,male,,SEN,2005,diourbel
registration,numerator,male,,SEN,2005,diourbel
registration,denominator,male,0,SEN,2005,diourbel
registration,statistic,female,,SEN,2005,diourbel
registration,numerator,female,,SEN,2005,diourbel
registration,denominator,female,0,SEN,2005,diourbel
registration,statistic,male,,SEN,2005,matam
registration,numerator,male,,SEN,2005,matam
registration,denominator,male,0,SEN,2005,matam
registration,statistic,female,,SEN,2005,matam
registration,numerator,female,,SEN,2005,matam
registration,denominator,female,0,SEN,2005,matam
registration,statistic,male,,SEN,2005,fatick
registration,numerator,male,,SEN,2005,fatick
registration,denominator,male,0,SEN,2005,fatick
registration,statistic,female,,SEN,2005,fatick
registration,numerator,female,,SEN,2005,fatick
registration,denominator,female,0,SEN,2005,fatick
registration,statistic,male,,SEN,2005,dakar
registration,numerator,male,,SEN,2005,dakar
registration,denominator,male,0,SEN,2005,dakar
registration,statistic,female,,SEN,2005,dakar
registration,numerator,female,,SEN,2005,dakar
registration,denominator,female,0,SEN,2005,dakar
registration,statistic,male,,SEN,2005,saint-louis
registration,numerator,male,,SEN,2005,saint-louis
registration,denominator,male,0,SEN,2005,saint-louis
registration,statistic,female,,SEN,2005,saint-louis
registration,numerator,female,,SEN,2005,saint-louis
registration,denominator,female,0,SEN,2005,saint-louis
registration,statistic,male,,SEN,2005,tambacounda
registration,numerator,male,,SEN,2005,tambacounda
registration,denominator,male,0,SEN,2005,tambacounda
registration,statistic,female,,SEN,2005,tambacounda
registration,numerator,female,,SEN,2005,tambacounda
registration,denominator,female,0,SEN,2005,tambacounda
registration,statistic,male,,SEN,2005,louga
registration,numerator,male,,SEN,2005,louga
registration,denominator,male,0,SEN,2005,louga
registration,statistic,female,,SEN,2005,louga
registration,numerator,female,,SEN,2005,louga
registration,denominator,female,0,SEN,2005,louga
registration,statistic,male,,SEN,2005,kaolack
registration,numerator,male,,SEN,2005,kaolack
registration,denominator,male,0,SEN,2005,kaolack
registration,statistic,female,,SEN,2005,kaolack
registration,numerator,female,,SEN,2005,kaolack
registration,denominator,female,0,SEN,2005,kaolack
registration,statistic,male,,SEN,2005,zuguinchor
registration,numerator,male,,SEN,2005,zuguinchor
registration,denominator,male,0,SEN,2005,zuguinchor
registration,statistic,female,,SEN,2005,zuguinchor
registration,numerator,female,,SEN,2005,zuguinchor
registration,denominator,female,0,SEN,2005,zuguinchor
registration,statistic,male,,SEN,2005,thiès
registration,numerator,male,,SEN,2005,thiès
registration,denominator,male,0,SEN,2005,thiès
registration,statistic,female,,SEN,2005,thiès
registration,numerator,female,,SEN,2005,thiès
registration,denominator,female,0,SEN,2005,thiès
registration,statistic,male,,SEN,2005,kolda
registration,numerator,male,,SEN,2005,kolda
registration,denominator,male,0,SEN,2005,kolda
registration,statistic,female,,SEN,2005,kolda
registration,numerator,female,,SEN,2005,kolda
registration,denominator,female,0,SEN,2005,kolda
mortality,statistic,male,0.192697860801511,SEN,2005,kolda
mortality,numerator,male,222.358819,SEN,2005,kolda
mortality,denominator,male,1153.9246885,SEN,2005,kolda
mortality,statistic,female,0.162482710943524,SEN,2005,kolda
mortality,numerator,female,179.6022985,SEN,2005,kolda
mortality,denominator,female,1105.362518,SEN,2005,kolda
stunting,statistic,male,0.307679158161359,SEN,2005,kolda
stunting,numerator,male,43.582386,SEN,2005,kolda
stunting,denominator,male,141.648808,SEN,2005,kolda
stunting,statistic,female,0.380345254919275,SEN,2005,kolda
stunting,numerator,female,50.551433,SEN,2005,kolda
stunting,denominator,female,132.90933,SEN,2005,kolda
education,statistic,male,0.0183114667470404,SEN,2005,kolda
education,numerator,male,17.794952,SEN,2005,kolda
education,denominator,male,971.792825,SEN,2005,kolda
education,statistic,female,0.00319541736646415,SEN,2005,kolda
education,numerator,female,3.636994,SEN,2005,kolda
education,denominator,female,1138.190597,SEN,2005,kolda
registration,statistic,male,,SEN,2006,dakar
registration,numerator,male,,SEN,2006,dakar
registration,denominator,male,0,SEN,2006,dakar
registration,statistic,female,,SEN,2006,dakar
registration,numerator,female,,SEN,2006,dakar
registration,denominator,female,0,SEN,2006,dakar
registration,statistic,male,,SEN,2006,diourbel
registration,numerator,male,,SEN,2006,diourbel
registration,denominator,male,0,SEN,2006,diourbel
registration,statistic,female,,SEN,2006,diourbel
registration,numerator,female,,SEN,2006,diourbel
registration,denominator,female,0,SEN,2006,diourbel
registration,statistic,male,,SEN,2006,fatick
registration,numerator,male,,SEN,2006,fatick
registration,denominator,male,0,SEN,2006,fatick
registration,statistic,female,,SEN,2006,fatick
registration,numerator,female,,SEN,2006,fatick
registration,denominator,female,0,SEN,2006,fatick
registration,statistic,male,,SEN,2006,kaolack
registration,numerator,male,,SEN,2006,kaolack
registration,denominator,male,0,SEN,2006,kaolack
registration,statistic,female,,SEN,2006,kaolack
registration,numerator,female,,SEN,2006,kaolack
registration,denominator,female,0,SEN,2006,kaolack
registration,statistic,male,,SEN,2006,kolda
registration,numerator,male,,SEN,2006,kolda
registration,denominator,male,0,SEN,2006,kolda
registration,statistic,female,,SEN,2006,kolda
registration,numerator,female,,SEN,2006,kolda
registration,denominator,female,0,SEN,2006,kolda
registration,statistic,male,,SEN,2006,louga
registration,numerator,male,,SEN,2006,louga
registration,denominator,male,0,SEN,2006,louga
registration,statistic,female,,SEN,2006,louga
registration,numerator,female,,SEN,2006,louga
registration,denominator,female,0,SEN,2006,louga
registration,statistic,male,,SEN,2006,tambacounda
registration,numerator,male,,SEN,2006,tambacounda
registration,denominator,male,0,SEN,2006,tambacounda
registration,statistic,female,,SEN,2006,tambacounda
registration,numerator,female,,SEN,2006,tambacounda
registration,denominator,female,0,SEN,2006,tambacounda
registration,statistic,male,,SEN,2006,matam
registration,numerator,male,,SEN,2006,matam
registration,denominator,male,0,SEN,2006,matam
registration,statistic,female,,SEN,2006,matam
registration,numerator,female,,SEN,2006,matam
