value,type,filename,urban,ynm,attended,level,numerical,inadequate,urban.inadequate,rural.inadequate
missing,attended,St.Lucia_MICS4_Datasets,NAN,NAN,NAN,,NAN,NAN,NAN,NAN
missing,school,St.Lucia_MICS4_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
missing,wall,State of Palestine_MICS5_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
missing,floor,State of Palestine_MICS5_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
missing,water,State of Palestine_MICS5_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
missing,toilets,State of Palestine_MICS5_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
missing,attended,State of Palestine_MICS5_Datasets,NAN,NAN,NAN,,NAN,NAN,NAN,NAN
missing,wall,Sudan_MICS5_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
missing,floor,Sudan_MICS5_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
missing,water,Sudan_MICS5_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
missing,toilets,Sudan_MICS5_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
missing,attended,Sudan_MICS5_Datasets,NAN,NAN,NAN,,NAN,NAN,NAN,NAN
missing,school,Sudan_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
missing,wall,Suriname_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
missing,floor,Suriname_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
missing,water,Suriname_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
missing,toilets,Suriname_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
missing,attended,Suriname_MICS4_Datasets,NAN,NAN,NAN,,NAN,NAN,NAN,NAN
missing,school,Suriname_MICS4_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
missing,wall,Swaziland_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
missing,floor,Swaziland_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
missing,attended,Syria MICS 2006 SPSS Datasets,NAN,NAN,NAN,,NAN,NAN,NAN,NAN
missing,school,Syria MICS 2006 SPSS Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
missing,wall,Thailand_MICS4_Datasets,NAN,NAN,NAN,,NAN,NAN,NAN,NAN
missing,floor,Thailand_MICS4_Datasets,NAN,NAN,NAN,,NAN,NAN,NAN,NAN
missing,wall,Trinidad and Tobago MICS 2006 SPSS Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
missing,toilets,Trinidad and Tobago MICS 2006 SPSS Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
missing,attended,Trinidad and Tobago MICS 2006 SPSS Datasets,NAN,NAN,NAN,,NAN,NAN,NAN,NAN
missing,school,Trinidad and Tobago MICS 2006 SPSS Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
missing,wall,Ukraine_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
missing,floor,Ukraine_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
missing,water,Ukraine_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
missing,toilets,Ukraine_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
missing,attended,Ukraine_MICS4_Datasets,NAN,NAN,NAN,,NAN,NAN,NAN,NAN
missing,school,Ukraine_MICS4_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
missing,wall,Uruguay_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
missing,floor,Uruguay_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
missing,toilets,Uruguay_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
missing,attended,Uruguay_MICS4_Datasets,NAN,NAN,NAN,,NAN,NAN,NAN,NAN
missing,school,Uruguay_MICS4_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
missing,wall,Vanuatu MICS 2007 SPSS Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
missing,floor,Vanuatu MICS 2007 SPSS Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
missing,water,Vanuatu MICS 2007 SPSS Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
missing,toilets,Vanuatu MICS 2007 SPSS Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
missing,attended,Vanuatu MICS 2007 SPSS Datasets,NAN,NAN,NAN,,NAN,NAN,NAN,NAN
missing,school,Vanuatu MICS 2007 SPSS Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
missing/dk,school,State of Palestine_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
monolithic concrete design,wall,Turkmenistan_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
moquette,floor,Algeria_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
moquette,floor,Cameroon_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
moquette,floor,Central African Republic_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
moquette,floor,Djibouti MICS 2006 SPSS Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
moquette,floor,Tunisia_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
mosaico,floor,Dominican Republic_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
mosaico o terrazo,floor,Costa Rica_MICS4_Datasets,NAN,NAN,NAN,,FALSE,0,NAN,NAN
"mosaico, mã¡rmol o cerã¡mica",floor,Mexico_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
mosaicos,floor,Guinea Bissau_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
mottes de terre,wall,Central African Republic_MICS4_Datasets,NAN,NAN,NAN,,FALSE,1,NAN,NAN
mottes de terre,wall,Djibouti MICS 2006 SPSS Datasets,NAN,NAN,NAN,,FALSE,1,NAN,NAN
mottes de terre,wall,Mauritania_MICS4_Datasets,NAN,NAN,NAN,,FALSE,1,NAN,NAN
mottes de terre,wall,Tunisia_MICS4_Datasets,NAN,NAN,NAN,,FALSE,1,NAN,NAN
mottes de terre avec dã©chets,wall,Cameroon_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
moyen,school,Algeria_MICS4_Datasets,NAN,NAN,NAN,secondary,NAN,NAN,NAN,NAN
mud,wall,Serbia_MICS5_Datasets,NAN,NAN,NAN,,NAN,1,NAN,NAN
mud blocks,wall,Bhutan_MICS4_Datasets,NAN,NAN,NAN,,FALSE,1,NAN,NAN
mud blocks,wall,Swaziland_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
municipal,urban.rural,Thailand_MICS4_Datasets,1,NAN,NAN,,NAN,NAN,NAN,NAN
nã£o,ynm,Guinea Bissau_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
nã£o tem casa de banho,toilets,Guinea Bissau_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,1,NAN,NAN
NAN,wall,Algeria_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,floor,Algeria_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,water,Algeria_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,toilets,Algeria_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,attended,Algeria_MICS4_Datasets,NAN,NAN,NAN,,NAN,NAN,NAN,NAN
NAN,school,Algeria_MICS4_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,wall,Argentina_MICS4_Datasets,NAN,NAN,NAN,,NAN,NAN,NAN,NAN
NAN,toilets,Argentina_MICS4_Datasets,NAN,NAN,NAN,,NAN,NAN,NAN,NAN
NAN,attended,Argentina_MICS4_Datasets,NAN,NAN,NAN,,NAN,NAN,NAN,NAN
NAN,school,Argentina_MICS4_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,wall,Barbados_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,floor,Barbados_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,water,Barbados_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,toilets,Barbados_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,attended,Barbados_MICS4_Datasets,NAN,NAN,NAN,,NAN,NAN,NAN,NAN
NAN,school,Barbados_MICS4_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,wall,Belarus_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,floor,Belarus_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,water,Belarus_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,toilets,Belarus_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,attended,Belarus_MICS4_Datasets,NAN,NAN,NAN,,NAN,NAN,NAN,NAN
NAN,school,Belarus_MICS4_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,wall,Belize_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,floor,Belize_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,water,Belize_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,toilets,Belize_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,attended,Belize_MICS4_Datasets,NAN,NAN,NAN,,NAN,NAN,NAN,NAN
NAN,school,Belize_MICS4_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,wall,Bhutan_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,floor,Bhutan_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,water,Bhutan_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,toilets,Bhutan_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,attended,Bhutan_MICS4_Datasets,NAN,NAN,NAN,,NAN,NAN,NAN,NAN
NAN,school,Bhutan_MICS4_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,wall,Bosnia and Herzegovina_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,floor,Bosnia and Herzegovina_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,water,Bosnia and Herzegovina_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,toilets,Bosnia and Herzegovina_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,attended,Bosnia and Herzegovina_MICS4_Datasets,NAN,NAN,NAN,,NAN,NAN,NAN,NAN
NAN,school,Bosnia and Herzegovina_MICS4_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,wall,Cameroon_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,floor,Cameroon_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,attended,Cameroon_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,attended,Central African Republic_MICS4_Datasets,NAN,NAN,NAN,,NAN,NAN,NAN,NAN
NAN,attended,Dominican Republic_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,attended,El Salvador_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,attended,Guinea Bissau_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,attended,Guyana_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,attended,Kazakhstan_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,attended,Mexico_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,attended,Swaziland_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,attended,Turkmenistan_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,wall,Central African Republic_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,floor,Central African Republic_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,school,Cameroon_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,school,Central African Republic_MICS4_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,school,Dominican Republic_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,school,El Salvador_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,school,Guinea Bissau_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,school,Guyana_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,school,Kazakhstan_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,school,Mexico_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,school,Swaziland_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,school,Turkmenistan_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,wall,Costa Rica_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,floor,Costa Rica_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,water,Costa Rica_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,toilets,Costa Rica_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,attended,Costa Rica_MICS4_Datasets,NAN,NAN,NAN,,NAN,NAN,NAN,NAN
NAN,school,Costa Rica_MICS4_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,wall,Cuba_MICS5_Datasets,NAN,NAN,NAN,,NAN,NAN,NAN,NAN
NAN,floor,Cuba_MICS5_Datasets,NAN,NAN,NAN,,NAN,NAN,NAN,NAN
NAN,water,Cuba_MICS5_Datasets,NAN,NAN,NAN,,NAN,NAN,NAN,NAN
NAN,toilets,Cuba_MICS5_Datasets,NAN,NAN,NAN,,NAN,NAN,NAN,NAN
NAN,attended,Cuba_MICS5_Datasets,NAN,NAN,NAN,,NAN,NAN,NAN,NAN
NAN,school,Cuba_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,wall,Djibouti MICS 2006 SPSS Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,floor,Djibouti MICS 2006 SPSS Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,water,Djibouti MICS 2006 SPSS Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,toilets,Djibouti MICS 2006 SPSS Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,attended,Djibouti MICS 2006 SPSS Datasets,NAN,NAN,NAN,,NAN,NAN,NAN,NAN
NAN,school,Djibouti MICS 2006 SPSS Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,wall,Dominican Republic_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,floor,Dominican Republic_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,toilets,Cameroon_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,toilets,Central African Republic_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,toilets,Dominican Republic_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,toilets,El Salvador_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,toilets,Guinea Bissau_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,toilets,Guyana_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,toilets,Kazakhstan_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,toilets,Mexico_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,toilets,Swaziland_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,toilets,Turkmenistan_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,wall,El Salvador_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,floor,El Salvador_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,water,Cameroon_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,water,Central African Republic_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,water,Dominican Republic_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,wall,Guinea Bissau_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,floor,Guinea Bissau_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,water,El Salvador_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,water,Guinea Bissau_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,water,Guyana_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,wall,Guyana_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,floor,Guyana_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,water,Kazakhstan_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,water,Mexico_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,water,Swaziland_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,water,Turkmenistan_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,wall,Iraq_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,floor,Iraq_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,water,Iraq_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,toilets,Iraq_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,attended,Iraq_MICS4_Datasets,NAN,NAN,NAN,,NAN,NAN,NAN,NAN
NAN,school,Iraq_MICS4_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,wall,Jamaica_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,floor,Jamaica_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,water,Jamaica_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,toilets,Jamaica_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,attended,Jamaica_MICS4_Datasets,NAN,NAN,NAN,,NAN,NAN,NAN,NAN
NAN,school,Jamaica_MICS4_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,wall,Kazakhstan_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,floor,Kazakhstan_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,wall,Kosovo under UNSC res. 1244_MICS5_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,floor,Kosovo under UNSC res. 1244_MICS5_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,water,Kosovo under UNSC res. 1244_MICS5_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,toilets,Kosovo under UNSC res. 1244_MICS5_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,attended,Kosovo under UNSC res. 1244_MICS5_Datasets,NAN,NAN,NAN,,NAN,NAN,NAN,NAN
NAN,school,Kosovo under UNSC res. 1244_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,wall,Kyrgyzstan MICS5 Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,floor,Kyrgyzstan MICS5 Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,water,Kyrgyzstan MICS5 Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,toilets,Kyrgyzstan MICS5 Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,attended,Kyrgyzstan MICS5 Datasets,NAN,NAN,NAN,,NAN,NAN,NAN,NAN
NAN,school,Kyrgyzstan MICS5 Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,wall,Lao People's Democratic Republic_LSIS_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,floor,Lao People's Democratic Republic_LSIS_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,water,Lao People's Democratic Republic_LSIS_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,toilets,Lao People's Democratic Republic_LSIS_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,attended,Lao People's Democratic Republic_LSIS_Datasets,NAN,NAN,NAN,,NAN,NAN,NAN,NAN
NAN,school,Lao People's Democratic Republic_LSIS_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,wall,"Macedonia, The former Yugoslav Republic of_MICS4_Datasets",NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,floor,"Macedonia, The former Yugoslav Republic of_MICS4_Datasets",NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,water,"Macedonia, The former Yugoslav Republic of_MICS4_Datasets",NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,toilets,"Macedonia, The former Yugoslav Republic of_MICS4_Datasets",NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,attended,"Macedonia, The former Yugoslav Republic of_MICS4_Datasets",NAN,NAN,NAN,,NAN,NAN,NAN,NAN
NAN,school,"Macedonia, The former Yugoslav Republic of_MICS4_Datasets",NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,wall,Mauritania_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,floor,Mauritania_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,water,Mauritania_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,toilets,Mauritania_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,attended,Mauritania_MICS4_Datasets,NAN,NAN,NAN,,NAN,NAN,NAN,NAN
NAN,school,Mauritania_MICS4_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,wall,Mexico_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,floor,Mexico_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,wall,Moldova_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,floor,Moldova_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,water,Moldova_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,toilets,Moldova_MICS4_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,attended,Moldova_MICS4_Datasets,NAN,NAN,NAN,,NAN,NAN,NAN,NAN
NAN,school,Moldova_MICS4_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,wall,Mongolia_MICS5_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,floor,Mongolia_MICS5_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,water,Mongolia_MICS5_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,toilets,Mongolia_MICS5_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,attended,Mongolia_MICS5_Datasets,NAN,NAN,NAN,,NAN,NAN,NAN,NAN
NAN,school,Mongolia_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,wall,Montenegro_MICS5_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,floor,Montenegro_MICS5_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,water,Montenegro_MICS5_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,toilets,Montenegro_MICS5_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,attended,Montenegro_MICS5_Datasets,NAN,NAN,NAN,,NAN,NAN,NAN,NAN
NAN,school,Montenegro_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,wall,Nepal_MICS5_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,floor,Nepal_MICS5_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,water,Nepal_MICS5_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,toilets,Nepal_MICS5_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,attended,Nepal_MICS5_Datasets,NAN,NAN,NAN,,NAN,NAN,NAN,NAN
NAN,school,Nepal_MICS5_Datasets,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
NAN,wall,Sao Tome and Principe_MICS5_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,floor,Sao Tome and Principe_MICS5_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,water,Sao Tome and Principe_MICS5_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
NAN,toilets,Sao Tome and Principe_MICS5_Datasets,NAN,NAN,NAN,,FALSE,NAN,NAN,NAN
